,Unnamed: 0,Id,Título,Questão,Tags,Pontuação,Visualizações,sem_code_tag,questoes tratadas
64,64,43224,Qual a diferença entre URL e URI?,"<p>O que é URL? O que é URI? São sinônimos? Em geral as pessoas usam quase sempre URL, são a mesma coisa? Tem mais alguma coisa relacionada?</p>
",<url><terminologia><uri>,65,22846,"O que é URL? O que é URI? São sinônimos? Em geral as pessoas usam quase sempre URL, são a mesma coisa? Tem mais alguma coisa relacionada?
",o que é url o que é uri são sinônimos em geral as pessoas usam quase sempre url são a mesma coisa tem mais alguma coisa relacionada 
65,65,46370,O certo é <br> ou <br/> ou <br />?,"<p>Eu vejo cada um usando de um jeito, eu mesmo vario a forma em alguns momentos e todos funcionam, mas qual é o certo? Depende de versão do HTML ou do <em>browser</em>?</p>
",<html><html5><estilo-de-codificação>,65,6550,"Eu vejo cada um usando de um jeito, eu mesmo vario a forma em alguns momentos e todos funcionam, mas qual é o certo? Depende de versão do HTML ou do browser?
",eu vejo cada um usando de um jeito eu mesmo vario a forma em alguns momentos e todos funcionam mas qual é o certo depende de versão do html ou do browser 
66,66,164124,O que é XGH (Extreme Go Horse)?,"<p>Vejo algumas pessoas do meio da programação se referindo a esse termo sempre que aparece um código com uma solução estranha ou meio ""<em>engambiarrada</em>"". </p>

<p>Dando uma pesquisada rápida no Google, eu cheguei a conclusão de que realmente é isso.</p>

<p>Achei os termos <em>Go Horse Process</em> e <em>Extreme Go Horse</em>. </p>

<p>O que achei estranho é que, em alguns artigos que falam sobre <em>Go Horse Process</em>, apareceu também vários tópicos de <em>""como fazer""</em> (22 itens) e ainda foi chamado de ""metodologia"".</p>

<p>Mas do que realmente isso se trata? </p>

<p>É realmente uma metodologia, ou uma piada, ou uma forma hilária de se listar aquilo que deve ser evitado na programação?</p>
",<terminologia>,64,15454,"Vejo algumas pessoas do meio da programação se referindo a esse termo sempre que aparece um código com uma solução estranha ou meio ""engambiarrada"". 

Dando uma pesquisada rápida no Google, eu cheguei a conclusão de que realmente é isso.

Achei os termos Go Horse Process e Extreme Go Horse. 

O que achei estranho é que, em alguns artigos que falam sobre Go Horse Process, apareceu também vários tópicos de ""como fazer"" (22 itens) e ainda foi chamado de ""metodologia"".

Mas do que realmente isso se trata? 

É realmente uma metodologia, ou uma piada, ou uma forma hilária de se listar aquilo que deve ser evitado na programação?
",vejo algumas pessoas do meio da programação se referindo a esse termo sempre que aparece um código com uma solução estranha ou meio engambiarrada dando uma pesquisada rápida no google eu cheguei a conclusão de que realmente é isso achei os termos go horse process e extreme go horse o que achei estranho é que em alguns artigos que falam sobre go horse process apareceu também vários tópicos de como fazer itens e ainda foi chamado de metodologia mas do que realmente isso se trata é realmente uma metodologia ou uma piada ou uma forma hilária de se listar aquilo que deve ser evitado na programação 
67,67,23202,Quais são as técnicas para se fazer animações baseadas em scroll?,"<p>Estou interessado em criar sites com animação comandada pelo scroll (ex.: <a href=""http://www.kano.me/"">Kano</a>), onde os conteúdos vão sendo animados e substituídos conforme o rolamento da página.</p>

<p>Quais são as técnicas para facilitar esse tipo de programação?</p>
",<javascript><jquery><rolamento><animação>,64,5451,"Estou interessado em criar sites com animação comandada pelo scroll (ex.: Kano), onde os conteúdos vão sendo animados e substituídos conforme o rolamento da página.

Quais são as técnicas para facilitar esse tipo de programação?
",estou interessado em criar sites com animação comandada pelo scroll ex kano onde os conteúdos vão sendo animados e substituídos conforme o rolamento da página quais são as técnicas para facilitar esse tipo de programação 
68,68,33319,O que é a complexidade de um algoritmo?,"<p>O que é a complexidade de um algoritmo? 
E quais as formas de medi-la? (Big O, Big Theta...)</p>
",<algoritmo><complexidade-de-algoritmo><teoria-da-computação>,64,23953,"O que é a complexidade de um algoritmo? 
E quais as formas de medi-la? (Big O, Big Theta...)
",o que é a complexidade de um algoritmo e quais as formas de medila big o big theta 
69,69,301,Devo escrever meu programa em inglês ou português?,"<p>Quando estou escrevendo programas, normalmente eu escrevo os nomes de variáveis em inglês (por exemplo, <code>fields, class_name, rec_number</code>), por vários motivos:</p>

<ul>
<li>Nomes em inglês não têm acentos, então não fica um negócio estranho como <code>pontuacao</code></li>
<li>Os nomes normalmente são menores (<a href=""http://ecos-da-traducao.blogspot.com.br/2011/07/taxa-de-expansao-de-palavras-e_26.html"">ref</a>)</li>
<li>O código poderá um dia ser mantido por alguém que não fala a língua portuguesa</li>
<li>As APIs quase sempre são todas em inglês</li>
</ul>

<p>Porém há outras coisas que eu prefiro manter em português, principalmente se for do contexto do sistema. Comentários, nomes de classes ou tabelas, por exemplo, <code>class Funcionario</code>.</p>

<p>Por esse motivo, algumas vezes os nomes em português se misturam com inglês, por exemplo, pode haver uma <code>class FuncionarioListView</code>. Enquanto é perfeitamente compreensível, isso me parece estranho.</p>

<p>Levando-se também em consideração que todo programador deve ter noções básicas de inglês, qual é o método preferido para a escolha do idioma que eu devo usar ao programar?</p>

<p>Quais as vantagens de escolher um método ou o outro?</p>
",<nomenclatura><estilo-de-codificação>,64,5278,"Quando estou escrevendo programas, normalmente eu escrevo os nomes de variáveis em inglês (por exemplo, CODE), por vários motivos:


Nomes em inglês não têm acentos, então não fica um negócio estranho como CODE
Os nomes normalmente são menores (ref)
O código poderá um dia ser mantido por alguém que não fala a língua portuguesa
As APIs quase sempre são todas em inglês


Porém há outras coisas que eu prefiro manter em português, principalmente se for do contexto do sistema. Comentários, nomes de classes ou tabelas, por exemplo, CODE.

Por esse motivo, algumas vezes os nomes em português se misturam com inglês, por exemplo, pode haver uma CODE. Enquanto é perfeitamente compreensível, isso me parece estranho.

Levando-se também em consideração que todo programador deve ter noções básicas de inglês, qual é o método preferido para a escolha do idioma que eu devo usar ao programar?

Quais as vantagens de escolher um método ou o outro?
",quando estou escrevendo programas normalmente eu escrevo os nomes de variáveis em inglês por exemplo code por vários motivos nomes em inglês não têm acentos então não fica um negócio estranho como code os nomes normalmente são menores ref o código poderá um dia ser mantido por alguém que não fala a língua portuguesa as apis quase sempre são todas em inglês porém há outras coisas que eu prefiro manter em português principalmente se for do contexto do sistema comentários nomes de classes ou tabelas por exemplo code por esse motivo algumas vezes os nomes em português se misturam com inglês por exemplo pode haver uma code enquanto é perfeitamente compreensível isso me parece estranho levandose também em consideração que todo programador deve ter noções básicas de inglês qual é o método preferido para a escolha do idioma que eu devo usar ao programar quais as vantagens de escolher um método ou o outro 
70,70,2817,Qual a melhor forma de centralizar um elemento vertical e horizontalmente?,"<p>Qual a melhor forma <em>(por ""melhor"" eu quero dizer: com maior compatibilidade possível entre browsers e o mais simples possível)</em> de posicionar um elemento no centro da página, vertical e horizontalmente e independentemente de resolução <strong>utilizando somente CSS</strong>?</p>
",<css><html><css3>,64,110169,"Qual a melhor forma (por ""melhor"" eu quero dizer: com maior compatibilidade possível entre browsers e o mais simples possível) de posicionar um elemento no centro da página, vertical e horizontalmente e independentemente de resolução utilizando somente CSS?
",qual a melhor forma por melhor eu quero dizer com maior compatibilidade possível entre browsers e o mais simples possível de posicionar um elemento no centro da página vertical e horizontalmente e independentemente de resolução utilizando somente css 
71,71,30880,Por que (!+[]+[]+![]).length retorna 9 em JavaScript?,"<p>Acabei de ler <a href=""http://charlieharvey.org.uk/page/javascript_the_weird_parts"">esse artigo</a> e nele há esta expressão:</p>

<pre><code>(!+[]+[]+![]).length
</code></pre>

<p>Avaliando isso no interpretador:</p>

<pre><code>&gt; (!+[]+[]+![]).length
9
</code></pre>

<p>Bom, por que?</p>
",<javascript>,63,633,"Acabei de ler esse artigo e nele há esta expressão:

CODE

Avaliando isso no interpretador:

CODE

Bom, por que?
",acabei de ler esse artigo e nele há esta expressão code avaliando isso no interpretador code bom por que 
72,72,49322,Quais as vantagens de se utilizar os métodos HTTP corretos?,"<p>Eu já vi muita gente defendendo o uso dos métodos HTTP corretamente, ou seja, respeitando a semântica dos métodos <a href=""http://www.w3.org/Protocols/rfc2616/rfc2616-sec5.html#sec5.1.1"">definidos na especificação</a> ao fazer uma requisição. <code>GET</code> só deve ser utilizado para recuperar dados, e nunca para ações que causem efeitos colaterais. Os métodos <code>PUT</code> e <code>DELETE</code> muitas vezes devem ser utilizados no lugar do <code>POST</code>.</p>

<p>Porém é um fato óbvio que muito pouca gente na web faz isso, na prática <code>GET</code> e <code>POST</code> são utilizados quase que exclusivamente, por diversos motivos que não vêm ao caso. </p>

<p>Gostaria de saber quais as vantagens do uso correto, e as desvantagens do que é feito na prática, para além do dogma do ""certo"" e ""errado"" e da questão semântica.</p>
",<http>,63,2845,"Eu já vi muita gente defendendo o uso dos métodos HTTP corretamente, ou seja, respeitando a semântica dos métodos definidos na especificação ao fazer uma requisição. CODE só deve ser utilizado para recuperar dados, e nunca para ações que causem efeitos colaterais. Os métodos CODE e CODE muitas vezes devem ser utilizados no lugar do CODE.

Porém é um fato óbvio que muito pouca gente na web faz isso, na prática CODE e CODE são utilizados quase que exclusivamente, por diversos motivos que não vêm ao caso. 

Gostaria de saber quais as vantagens do uso correto, e as desvantagens do que é feito na prática, para além do dogma do ""certo"" e ""errado"" e da questão semântica.
",eu já vi muita gente defendendo o uso dos métodos http corretamente ou seja respeitando a semântica dos métodos definidos na especificação ao fazer uma requisição code só deve ser utilizado para recuperar dados e nunca para ações que causem efeitos colaterais os métodos code e code muitas vezes devem ser utilizados no lugar do code porém é um fato óbvio que muito pouca gente na web faz isso na prática code e code são utilizados quase que exclusivamente por diversos motivos que não vêm ao caso gostaria de saber quais as vantagens do uso correto e as desvantagens do que é feito na prática para além do dogma do certo e errado e da questão semântica 
73,73,3167,Requisição Ajax com Javascript puro (sem APIs),"<p>Geralmente, quando precisamos recorrer à requisições <strong>Ajax</strong> usando Javascript, temos à mão API's que nos auxiliam com isso (ex: <strong>jQuery</strong>).</p>

<p>Porém, qual seria a maneira mais segura e <strong>cross-browser</strong> de realizar essas requisições (POST e GET) usando <strong>Javascript puro</strong>?</p>
",<javascript><ajax><cross-browser>,63,19781,"Geralmente, quando precisamos recorrer à requisições Ajax usando Javascript, temos à mão API's que nos auxiliam com isso (ex: jQuery).

Porém, qual seria a maneira mais segura e cross-browser de realizar essas requisições (POST e GET) usando Javascript puro?
",geralmente quando precisamos recorrer à requisições ajax usando javascript temos à mão apis que nos auxiliam com isso ex jquery porém qual seria a maneira mais segura e crossbrowser de realizar essas requisições post e get usando javascript puro 
74,74,40671,O que é o .NET Core?,"<p>A Microsoft <a href=""http://blogs.msdn.com/b/dotnet/archive/2014/11/12/net-core-is-open-source.aspx"" rel=""noreferrer"">anunciou um novo .NET Core</a>. Que raios é isto?</p>

<p><img src=""https://i.stack.imgur.com/AXmT6.png"" alt=""diagrama .NET Core""></p>
",<.net><clr><mono><.net-core>,62,8587,"A Microsoft anunciou um novo .NET Core. Que raios é isto?


",a microsoft anunciou um novo net core que raios é isto 
75,75,2,Como faço para remover acentos em uma string?,"<p>Eu tenho uma <code>string</code></p>

<pre><code>áéíóú
</code></pre>

<p>Que eu quero converter para</p>

<pre><code>aeiou
</code></pre>

<p>Como eu removo os acentos? Preciso para guardar no banco de dados como uma URL.</p>
",<c#><.net><string><acentuação>,62,28962,"Eu tenho uma CODE

CODE

Que eu quero converter para

CODE

Como eu removo os acentos? Preciso para guardar no banco de dados como uma URL.
",eu tenho uma code code que eu quero converter para code como eu removo os acentos preciso para guardar no banco de dados como uma url 
76,76,192343,O que é código pythônico?,"<p>Em programação Python é comum ouvir o termo pythônico (ou <em>pythonic</em>), veja:</p>

<ul>
<li><a href=""https://pt.stackoverflow.com/questions/72143/entendendo-o-modo-pyth%C3%B4nico-de-lidar-com-propriedades"">SOpt: ""Entendendo o modo pythônico de lidar com propriedades""</a><br></li>
<li><a href=""https://pt.stackoverflow.com/questions/112076/passar-par%C3%A2metros-de-forma-pyth%C3%B4nica"">SOpt: ""Passar parâmetros de forma pythônica""</a><br></li>
<li><a href=""https://en.wikipedia.org/wiki/Python_(programming_language)"" rel=""noreferrer"">Wikipedia: ""Python (programming language)""</a></li>
<li><a href=""http://python.net/~goodger/projects/pycon/2007/idiomatic/handout.html"" rel=""noreferrer"">python.net: ""Code Like a Pythonista: Idiomatic  Python""</a></li>
</ul>

<p>O que significa o termo pythônico e o que diferencia um código não-pythônico de um código pythônico?</p>
",<python><terminologia>,62,2058,"Em programação Python é comum ouvir o termo pythônico (ou pythonic), veja:


SOpt: ""Entendendo o modo pythônico de lidar com propriedades""
SOpt: ""Passar parâmetros de forma pythônica""
Wikipedia: ""Python (programming language)""
python.net: ""Code Like a Pythonista: Idiomatic  Python""


O que significa o termo pythônico e o que diferencia um código não-pythônico de um código pythônico?
",em programação python é comum ouvir o termo pythônico ou pythonic veja sopt entendendo o modo pythônico de lidar com propriedades sopt passar parâmetros de forma pythônica wikipedia python programming language pythonnet code like a pythonista idiomatic python o que significa o termo pythônico e o que diferencia um código nãopythônico de um código pythônico 
77,77,16181,Qual a diferença entre Struct e Class?,"<p>Qual a diferença entre <code>Struct</code> e <code>Class</code>?</p>

<p>Que tipo de situação devo utilizar uma <code>Struct</code> invés de uma <code>Class</code>?</p>
",<c#><.net><orientação-a-objetos><classes><struct>,62,12871,"Qual a diferença entre CODE e CODE?

Que tipo de situação devo utilizar uma CODE invés de uma CODE?
",qual a diferença entre code e code que tipo de situação devo utilizar uma code invés de uma code 
78,78,13573,Como funcionam os números em hexadecimal?,"<p>Eu tenho visto que bibliotecas de software escritas em C, no geral, costumam usar números hexadecimais. E programadores Assembly também precisam ser ninjas com este sistema numérico.</p>

<p>Não é em qualquer lugar que se acha um programador que saiba ler hexadecimal decentemente e muito menos fazer uso dos números. Mas hexadecimais são bastante comuns, principalmente em programação de sistemas, programação de baixo nível e segurança da informação:</p>

<ul>
<li>Payloads de exploits precisam dos opcodes em hexadecimal</li>
<li>HexDumps, o nome já diz tudo.</li>
<li>Eu não sei porquê, mas hexadecimais também estão bastante presente em macros de C.</li>
</ul>

<p>Considerando a importância desse sistema, eu pergunto: como funcionam os números em hexadecimal?</p>
",<hexadecimal><representação-numérica>,61,30952,"Eu tenho visto que bibliotecas de software escritas em C, no geral, costumam usar números hexadecimais. E programadores Assembly também precisam ser ninjas com este sistema numérico.

Não é em qualquer lugar que se acha um programador que saiba ler hexadecimal decentemente e muito menos fazer uso dos números. Mas hexadecimais são bastante comuns, principalmente em programação de sistemas, programação de baixo nível e segurança da informação:


Payloads de exploits precisam dos opcodes em hexadecimal
HexDumps, o nome já diz tudo.
Eu não sei porquê, mas hexadecimais também estão bastante presente em macros de C.


Considerando a importância desse sistema, eu pergunto: como funcionam os números em hexadecimal?
",eu tenho visto que bibliotecas de software escritas em c no geral costumam usar números hexadecimais e programadores assembly também precisam ser ninjas com este sistema numérico não é em qualquer lugar que se acha um programador que saiba ler hexadecimal decentemente e muito menos fazer uso dos números mas hexadecimais são bastante comuns principalmente em programação de sistemas programação de baixo nível e segurança da informação payloads de exploits precisam dos opcodes em hexadecimal hexdumps o nome já diz tudo eu não sei porquê mas hexadecimais também estão bastante presente em macros de c considerando a importância desse sistema eu pergunto como funcionam os números em hexadecimal 
79,79,20772,"Por que não é recomendado usar ""_"" (underscore) em HTML/CSS?","<p>Já vi gente recomendando nunca usar <code>_</code> (<em>underscore</em>) em HTML e CSS. Ao invés disso, deveríamos dar preferência para <code>-</code>.</p>

<p>Exemplo:</p>

<pre class=""lang-html prettyprint-override""><code>// Errado
&lt;div id=""minha_div"" class=""minha_classe""&gt;&lt;/div&gt;

// Certo
&lt;div id=""minha-div"" class=""minha-classe""&gt;&lt;/div&gt;
</code></pre>

<p>Por que existe essa recomendação?</p>
",<html><css>,61,1031,"Já vi gente recomendando nunca usar CODE (underscore) em HTML e CSS. Ao invés disso, deveríamos dar preferência para CODE.

Exemplo:

CODE

Por que existe essa recomendação?
",já vi gente recomendando nunca usar code underscore em html e css ao invés disso deveríamos dar preferência para code exemplo code por que existe essa recomendação 
80,80,29014,Qual o sentido de usar dupla negação em Javascript?,"<p>Recentemente, enquanto estudava alguns códigos em javascript, me deparei com o seguinte código:</p>

<pre><code>return !!navigator.userAgent.match(/iPad/i);
</code></pre>

<p>Sei que:</p>

<pre><code>!true == false
!false == true
</code></pre>

<p>E, consequentemente:</p>

<pre><code>!!true == true
!!false == false
</code></pre>

<p>Então fiquei na dúvida: qual a lógica de se fazer esse tipo de operação?</p>
",<javascript>,60,2014,"Recentemente, enquanto estudava alguns códigos em javascript, me deparei com o seguinte código:

CODE

Sei que:

CODE

E, consequentemente:

CODE

Então fiquei na dúvida: qual a lógica de se fazer esse tipo de operação?
",recentemente enquanto estudava alguns códigos em javascript me deparei com o seguinte código code sei que code e consequentemente code então fiquei na dúvida qual a lógica de se fazer esse tipo de operação 
81,81,63617,O que é a NullPointerException e quais são suas principais causas?,"<ul>
<li>O que são exceções <code>NullPointerException</code>?</li>
<li>Quais são suas principais causas?</li>
<li>Que métodos/práticas podem ser utilizadas para se prevenir?</li>
</ul>
",<java><nullpointerexception>,60,41109,"
O que são exceções CODE?
Quais são suas principais causas?
Que métodos/práticas podem ser utilizadas para se prevenir?

", o que são exceções code quais são suas principais causas que métodospráticas podem ser utilizadas para se prevenir 
82,82,11378,É correto dar maior preferência a composição do que herança?,"<p>Eu já li em vários artigos e livros de <em>Designer Patterns</em> a expressão <code>Prefira composição em vez de herança</code>. Acredito que é um tema bastante polêmico devido aos pontos de vista discutidos.</p>

<p>A meu ver, composição e herança são usadas para resolver problemas diferentes, certo?</p>

<pre><code>class Carro {  
    private Motor motor;      
}
</code></pre>

<p>O exemplo acima é bem coerente pois um carro deve ter um motor. Entretanto se substituirmos a herança por composição em alguns casos a estrutura fica um pouco estranha, por exemplo.</p>

<pre><code>class Carro {
    private Veiculo veiculo;
}
</code></pre>

<p>É estranho pensar que Veiculo virá um atributo de Carro. Nesse contexto, Veiculo serve apenas para a reutilização de código pois não segue uma hierarquia e não agrega polimorfismo.</p>

<p>Desculpem minha ignorância mas as classes herdadas mantém o acoplamento que é necessário entre elas (a herança em si), certo?</p>

<p>Quais as vantagens de se usar composição em vez de herança? É possível especificar um momento certo de usá-las? Seguindo a opinião do título, a melhor combinação seria composição + interface? </p>
",<orientação-a-objetos><design-pattern><herança><composição>,59,1898,"Eu já li em vários artigos e livros de Designer Patterns a expressão CODE. Acredito que é um tema bastante polêmico devido aos pontos de vista discutidos.

A meu ver, composição e herança são usadas para resolver problemas diferentes, certo?

CODE

O exemplo acima é bem coerente pois um carro deve ter um motor. Entretanto se substituirmos a herança por composição em alguns casos a estrutura fica um pouco estranha, por exemplo.

CODE

É estranho pensar que Veiculo virá um atributo de Carro. Nesse contexto, Veiculo serve apenas para a reutilização de código pois não segue uma hierarquia e não agrega polimorfismo.

Desculpem minha ignorância mas as classes herdadas mantém o acoplamento que é necessário entre elas (a herança em si), certo?

Quais as vantagens de se usar composição em vez de herança? É possível especificar um momento certo de usá-las? Seguindo a opinião do título, a melhor combinação seria composição + interface? 
",eu já li em vários artigos e livros de designer patterns a expressão code acredito que é um tema bastante polêmico devido aos pontos de vista discutidos a meu ver composição e herança são usadas para resolver problemas diferentes certo code o exemplo acima é bem coerente pois um carro deve ter um motor entretanto se substituirmos a herança por composição em alguns casos a estrutura fica um pouco estranha por exemplo code é estranho pensar que veiculo virá um atributo de carro nesse contexto veiculo serve apenas para a reutilização de código pois não segue uma hierarquia e não agrega polimorfismo desculpem minha ignorância mas as classes herdadas mantém o acoplamento que é necessário entre elas a herança em si certo quais as vantagens de se usar composição em vez de herança é possível especificar um momento certo de usálas seguindo a opinião do título a melhor combinação seria composição interface 
83,83,51268,Qual a diferença entre comunicação assíncrona e síncrona?,"<p>Ouvi falar muito em comunicação assíncrona e síncrona, porém não sei o que realmente são elas.</p>

<p>Alguém poderia me explicar qual a diferença e o funcionamento de cada uma? Quando e para que devo usá-las? Se possível com exemplos de código.</p>
",<redes><sincronização><assincronismo>,59,137711,"Ouvi falar muito em comunicação assíncrona e síncrona, porém não sei o que realmente são elas.

Alguém poderia me explicar qual a diferença e o funcionamento de cada uma? Quando e para que devo usá-las? Se possível com exemplos de código.
",ouvi falar muito em comunicação assíncrona e síncrona porém não sei o que realmente são elas alguém poderia me explicar qual a diferença e o funcionamento de cada uma quando e para que devo usálas se possível com exemplos de código 
84,84,52604,"Para que serve o ""with"" no JavaScript?","<p>Para que serve o <code>with</code> no JavaScript? </p>

<p>Ele funciona apenas para obter os valores do objeto como se fosse uma variável, ou também é possível definir ou alterar propriedades através dele?</p>

<p>Exemplo:</p>

<pre><code>var obj = {nome: 'Stack Overflow'}

with (obj) {
  console.log(nome); //Imprime: 'Stack Overflow'
}
</code></pre>
",<javascript><with>,59,760,"Para que serve o CODE no JavaScript? 

Ele funciona apenas para obter os valores do objeto como se fosse uma variável, ou também é possível definir ou alterar propriedades através dele?

Exemplo:

CODE
",para que serve o code no javascript ele funciona apenas para obter os valores do objeto como se fosse uma variável ou também é possível definir ou alterar propriedades através dele exemplo code 
85,85,38057,O que é console.log?,"<p>Vejo isso em alguns arquivos JavaScript: </p>

<pre><code>console.log(algumaCoisa);
console.log(""alguma coisa"");
</code></pre>

<p>Para que serve e como funciona?</p>

<p>Estou tentando fazer um <code>log()</code> personalizado para um Userscript (vide <a href=""https://stackoverflow.com/q/10120761/1287812"">How can I log information without using alert in userscripts</a>) e me dei conta que não conheço o que está por trás do <code>console.log</code>.  </p>
",<javascript>,58,26356,"Vejo isso em alguns arquivos JavaScript: 

CODE

Para que serve e como funciona?

Estou tentando fazer um CODE personalizado para um Userscript (vide How can I log information without using alert in userscripts) e me dei conta que não conheço o que está por trás do CODE.  
",vejo isso em alguns arquivos javascript code para que serve e como funciona estou tentando fazer um code personalizado para um userscript vide how can i log information without using alert in userscripts e me dei conta que não conheço o que está por trás do code 
86,86,13372,Programação Funcional e Programação Orientada a Objetos. O que são e quais suas principais diferenças?,"<p>O que são e quais as principais diferenças entre Programação Funcional e Programação Orientada a Objetos? </p>
",<orientação-a-objetos><terminologia><programação-funcional><paradigmas>,58,15245,"O que são e quais as principais diferenças entre Programação Funcional e Programação Orientada a Objetos? 
",o que são e quais as principais diferenças entre programação funcional e programação orientada a objetos 
87,87,8302,MySQLi vs PDO - qual o mais recomendado para usar?,"<p>Com o <code>mysql_*</code> entrando no estado <em>deprecated</em>, a documentação PHP recomenda o uso do PDO  e MySQLi.</p>

<p>Qual vocês recomendam para o uso? PDO parece ser mais indicado para trabalhar com orientado a objetos só que ao mesmo tempo vi <a href=""http://jnrbsn.com/2010/06/mysqli-vs-pdo-benchmarks""><em>benchmarks</em></a> que mostram que a performance usando o MySQLi teria uma performance maior, a performance poderia impactar muito se comparar ao uso com o PDO?</p>
",<php><pdo><mysqli>,58,13505,"Com o CODE entrando no estado deprecated, a documentação PHP recomenda o uso do PDO  e MySQLi.

Qual vocês recomendam para o uso? PDO parece ser mais indicado para trabalhar com orientado a objetos só que ao mesmo tempo vi benchmarks que mostram que a performance usando o MySQLi teria uma performance maior, a performance poderia impactar muito se comparar ao uso com o PDO?
",com o code entrando no estado deprecated a documentação php recomenda o uso do pdo e mysqli qual vocês recomendam para o uso pdo parece ser mais indicado para trabalhar com orientado a objetos só que ao mesmo tempo vi benchmarks que mostram que a performance usando o mysqli teria uma performance maior a performance poderia impactar muito se comparar ao uso com o pdo 
88,88,51536,Quando usar Entity Framework com Repository Pattern?,"<p>Ultimamente tenho vários exemplos de <em>Repository Pattern</em> <em>homemade</em> nas questões sobre <em>Entity Framework</em>.</p>

<p>Porém o <em>Entity Framework</em> já implementa um <em>Repository Pattern</em>, que no caso é o <em>Unit Of Work</em>.</p>

<p>Muitos destes repositórios, atuam como um falso repositório que encapsula o repositório verdade(DbContent) para executar operações básicas, como GetAll, Atualizar, Inserir, etc.</p>

<p>Desta forma, não consigo ver benefícios neste tipo de implementação, podendo até trazer uma complexibilidade maior ao projeto em si.</p>

<p>Seria <em>Repository Pattern</em> um novo <em>Hungarian Notation</em>, onde muitos programadores ainda colocam abreviações do <em>Type</em> como prefixo da variável em linguagens com OO, quando este tipo de notação deveria mencionar a natureza da variável como prefixo e é desnecessária em linguagens OO?</p>

<p>Talvez eu não esteja conseguindo ver fora da caixa, então gostaria de exemplos com <em>Repository Pattern</em> que agregem valor.</p>
",<entity-framework><design-pattern>,57,5388,"Ultimamente tenho vários exemplos de Repository Pattern homemade nas questões sobre Entity Framework.

Porém o Entity Framework já implementa um Repository Pattern, que no caso é o Unit Of Work.

Muitos destes repositórios, atuam como um falso repositório que encapsula o repositório verdade(DbContent) para executar operações básicas, como GetAll, Atualizar, Inserir, etc.

Desta forma, não consigo ver benefícios neste tipo de implementação, podendo até trazer uma complexibilidade maior ao projeto em si.

Seria Repository Pattern um novo Hungarian Notation, onde muitos programadores ainda colocam abreviações do Type como prefixo da variável em linguagens com OO, quando este tipo de notação deveria mencionar a natureza da variável como prefixo e é desnecessária em linguagens OO?

Talvez eu não esteja conseguindo ver fora da caixa, então gostaria de exemplos com Repository Pattern que agregem valor.
",ultimamente tenho vários exemplos de repository pattern homemade nas questões sobre entity framework porém o entity framework já implementa um repository pattern que no caso é o unit of work muitos destes repositórios atuam como um falso repositório que encapsula o repositório verdadedbcontent para executar operações básicas como getall atualizar inserir etc desta forma não consigo ver benefícios neste tipo de implementação podendo até trazer uma complexibilidade maior ao projeto em si seria repository pattern um novo hungarian notation onde muitos programadores ainda colocam abreviações do type como prefixo da variável em linguagens com oo quando este tipo de notação deveria mencionar a natureza da variável como prefixo e é desnecessária em linguagens oo talvez eu não esteja conseguindo ver fora da caixa então gostaria de exemplos com repository pattern que agregem valor 
89,89,81314,O que são os conceitos de coesão e acoplamento?,"<p>Quais são as características de um código com coesão ou acoplamento? Até que ponto isso pode gerar problemas futuros?</p>
",<java><terminologia><engenharia-de-software>,57,10821,"Quais são as características de um código com coesão ou acoplamento? Até que ponto isso pode gerar problemas futuros?
",quais são as características de um código com coesão ou acoplamento até que ponto isso pode gerar problemas futuros 
90,90,12687,É errado gravar byte de imagens no banco de dados?,"<p>Quando devo fazer essa gravação direto no banco? </p>

<p>Quais as situações?</p>

<p>Eu sei que posso gravar no banco o caminho da imagem.</p>
",<sql><banco-de-dados>,57,8997,"Quando devo fazer essa gravação direto no banco? 

Quais as situações?

Eu sei que posso gravar no banco o caminho da imagem.
",quando devo fazer essa gravação direto no banco quais as situações eu sei que posso gravar no banco o caminho da imagem 
